province;red;green;blue;x;x
2546;121;161;95;Chicora;x
2547;247;131;46;Roanoke;x
2548;19;131;246;Tutelo;x
2549;145;255;196;Moratok;x
2550;82;31;145;Doeg;x
2551;208;199;95;Monongahela;x
2552;40;61;46;Manahoac;x
2553;166;31;246;Potomac;x
2554;103;21;196;Nanticoke;x
2555;229;31;145;Honniasont;x
2556;61;31;95;Juniata;x
2557;187;222;46;Atrakwaye;x
2558;124;131;246;Espachomy;x
2559;250;141;196;Adirondack;x
2560;2;131;145;Quinnipiac;x
2561;128;181;95;Wampanoag;x
2562;65;133;46;Pennacook;x
2563;191;123;246;Missiquoi;x
2564;23;31;196;Sokoki;x
2565;149;122;145;Kennebec;x
2566;86;141;95;Passamaquoddy;x
2567;212;215;46;Aroostook;x
2568;44;131;246;Kespukwitk;x
2569;170;31;196;Eskikewakik;x
2570;107;31;145;Wolystoq;x
2571;233;111;95;Madawaska;x
2572;5;202;46;Siknikt;x
2573;131;101;246;Placentia;x
2574;68;1;196;Sikumiut;x
2575;194;214;145;Naskapi;x
2576;26;3;95;Mingan;x
2577;152;1;46;Manicouagan;x
2578;89;121;246;Anticosti;x
2579;215;2;196;Piekougami;x
2580;47;1;145;Atikamekw;x
2581;173;199;95;Timiskaming;x
2582;110;1;46;Maliseet;x
2583;236;51;246;Etchemins;x
2584;8;121;196;Loup;x
2585;134;31;145;Kichesipi;x
2586;71;194;95;Tionontate;x
2587;197;197;46;Odawa;x
2588;29;41;246;Piscatang;x
2589;155;31;196;Kesagami;x
2590;92;45;145;Shaggami;x
2591;218;26;95;Outoulibi;x
2592;50;131;46;Omushkego;x
2593;221;144;246;Wappus;x
2594;176;181;246;Quenebigon;x
2595;113;131;196;Kesyehotinne;x
2596;239;18;145;Mahmikiwiniyak;x
2597;11;51;95;Sipiwininiwak;x
2598;137;28;46;Hebina;x
2599;74;15;246;Athabasca;x
2600;200;31;196;Nihithawak;x
2601;32;64;145;Danezaa;x
2602;158;114;95;Siksikawa;x
2603;95;122;46;Sekani;x
2604;53;131;196;Dakelh;x
2605;179;219;145;Secwepemc;x
2606;116;3;95;Tsilhoqotin;x
2607;242;255;46;Okanagan;x
2608;14;130;246;Rocky Mountains;x
2609;140;131;196;Nisga'a;x
2610;77;132;145;Heiltsuk;x
2611;203;41;95;Kodiak;x
2612;35;221;46;Eyak;x
2613;161;131;246;Sitka;x
2614;98;31;196;Cotoname;x
2615;224;44;145;Guamares;x
2616;56;31;95;Seri;x
2617;182;201;46;Huichol;x
2618;119;154;246;Toboso;x
2619;245;31;196;Laguneros;x
2620;17;131;145;Nakipa;x
2621;143;19;95;Tizapan;x
2622;80;31;46;Cuitzeo;x
2623;206;154;246;Cutzamala;x
2624;38;44;196;Patzcuaro;x
2625;164;12;145;Hinonoeino;x
2626;101;31;95;Tulucan;x
2627;227;201;46;Cihuatlan;x
2628;59;132;246;Tepeacac;x
2629;185;227;196;Coyolapan;x
2630;122;232;145;Tochtepec;x
2631;248;248;95;Zaachila;x
2632;20;131;46;Xicallanco;x
2633;146;146;246;Mani;x
2634;83;119;196;Uaymil;x
2635;209;219;145;Chiapas;x
2636;41;15;95;Chacujal;x
2637;167;37;46;Chortli;x
2638;104;124;246;Xoconochco;x
2639;230;31;196;Raritan;x
2640;104;54;246;Lenca;x
2641;240;31;196;Tziccoac;x
2642;62;45;145;Metztitlan;x
2643;188;191;95;Apatzingan;x
2644;125;31;46;Cholula;x
2645;251;188;246;Teloloapan;x
2646;3;31;196;Coixtlahuacan;x
2647;129;31;145;Cuetlaxtlan;x
2648;66;13;95;Yopitzinco;x
2649;192;201;46;Tehuantepec;x
2650;25;31;246;Champutun;x
2651;150;231;196;Ah Canul;x
2652;87;31;145;Ecab;x
2653;213;213;95;Iximché;x
2654;45;131;46;Baracoa;x
2655;171;31;246;Bayamo;x
2656;108;31;196;Camaguey;x
2657;234;31;145;Colima;x
2658;6;15;95;Maguana;x
2659;132;16;46;Magua;x
2660;69;31;246;Managua;x
2661;195;31;196;Uluas;x
2662;27;141;145;Olancho;x
2663;153;31;95;Nicoya;x
2664;90;31;46;Veraguas;x
2665;216;31;246;Ais;x
2666;48;31;196;Tuintsundé;x
2667;174;231;145;Cacaxtes;x
2668;111;31;95;Borrado;x
2669;237;31;46;Hasinai;x
2670;111;61;95;Tkaronto;x
2671;237;231;46;Missisage;x
2672;192;101;46;Kitkehaki;x
2673;51;255;40;Pasai;x
2674;60;214;57;Peureulak;x
2675;29;38;119;Rokan;x
2676;150;146;184;Indragiri;### fixed
2677;48;55;127;Jambi;x
2678;214;113;131;Bangka;x
2679;21;117;104;Belitung;x
2680;55;130;71;Muko-Muko;x
2681;76;118;155;Pagarruyung;x
2682;92;59;239;Pariaman;x
2683;130;64;29;Mentawai;x
2684;79;130;125;Nias;x
2685;237;46;40;Gayo;x
2686;44;214;56;Bintan;x
2687;216;49;158;Pakuan;x
2688;130;85;130;Sumedang;### renamed
2689;198;98;83;Pekalongan;### renamed
2690;165;116;117;Pajang;x
2691;216;58;34;Kediri;x
2692;216;67;201;Madura;x
2693;104;16;91;Lombok;x
2694;136;210;148;East Gangwon;x
2695;107;66;100;East Timor;x
2696;181;45;81;Yamdena;x
2697;163;70;58;Tondo;x
2698;163;207;58;Pangasinan;x
2699;255;75;66;Bikol;x
2700;197;255;53;Panay;x
2701;219;211;164;Tagloc;x
2702;65;219;88;Butuan;x
2703;104;158;82;Lehad Datu;x
2704;132;76;108;Sibu;x
2705;131;183;111;Sigalang;### renamed
2706;255;61;138;Katapang;x
2707;234;86;86;Barito;x
2708;255;107;28;Sampit;x
2709;196;102;196;Tarakan;x
2710;87;204;89;Sambaliung;### renamed
2711;105;135;119;Bulungan;x
2712;175;65;144;Samarinda;x
2713;255;228;94;Gorontalo;x
2714;255;89;185;Palu;x
2715;127;150;255;Palopo;x
2716;137;255;124;Buton;x
2717;201;219;43;Sula;x
2718;241;207;129;Fak-Fak;x
2719;119;128;17;Madang;x
2720;82;206;171;Lae;x
2721;131;198;119;Kerema;x
2722;178;198;73;Daru;x
2723;33;198;152;Yos Sudarso;x
2724;221;212;104;Asmat;x
2725;124;63;62;Aru;x
2726;147;120;31;Malgana;x
2727;255;141;71;Minang;x
2728;93;107;37;Tiwi;x
2729;255;102;79;Yolngu;x
2730;38;104;109;Awngthim;x
2731;53;255;77;Guugu Yimithirr;x
2732;45;107;40;Wulgurukaba;x
2733;255;101;63;Baiali;x
2734;170;83;124;Yuin;x
2735;32;82;163;Gunditjmara;x
2736;253;255;158;Nukunu;x
2737;124;56;0;Wairarapa;### renamed
2738;186;139;0;Te Tau Ihu;### renamed
2739;152;83;186;Waikato;### renamed
2740;249;177;179;Borneo;x
2741;138;58;45;Jeju;x
2742;162;64;128;Yukjin;x
2743;209;139;185;North Hamgyeong;x
2744;122;48;97;Nyeongbyeon;x
2745;134;53;105;Gyengju;x
2746;213;38;84;Vidin;x
2747;106;186;80;Khara Narin Ula;x
2748;80;32;128;Jianchang;x
2749;37;208;234;Tikhvin;x
2750;234;227;107;Plovdiv;x
2751;68;230;179;Cuenca;x
2752;3;196;128;Romsdal;x
2753;188;67;67;Narbonne;x
2754;231;35;179;La Mancha;x
2755;68;8;179;Soria;x
2756;166;56;206;Welayta;x
2757;86;116;66;Kaffa;x
2758;46;186;146;Illubabor;x
2759;116;166;116;Gambela;x
2760;126;216;46;Hadiya;x
2761;134;44;124;Arsi;x
2762;120;55;111;Damot;x
2763;48;148;218;Asosa;x
2764;26;216;116;Ausa;x
2765;146;66;126;Assab;x
2766;186;46;176;Mendefera;x
2767;82;128;128;Enderta;x
2768;198;74;105;Angot;x
2769;193;91;31;Lasta;x
2770;58;147;124;Agew;x
2771;71;100;145;Semien;x
2772;145;101;5;Dembiya;x
2773;151;190;194;Mora;x
2774;93;188;84;Kismayo;x
2775;204;79;98;Merca;x
2776;89;155;254;Afgooye;x
2777;89;124;82;Bardera;x
2778;178;66;140;Warder;x
2779;183;255;142;Afder;x
2780;219;174;92;Beledweyne;x
2781;89;138;43;Gedo;x
2782;206;152;45;Warsheikh;x
2783;155;170;68;Hobyo;x
2784;142;151;215;Galkayo;x
2785;255;153;153;El Buur;x
2786;86;100;255;Bosaso;x
2787;201;151;89;Hamasien;x
2788;201;201;89;Hafun;x
2789;194;170;163;Las Khorey;x
2790;194;89;105;Sanaag;x
2791;126;107;255;Ankober;x
2792;211;163;46;Togdheer;x
2793;97;209;85;Hargeisa;x
2794;206;145;88;Barawa;x
2795;206;101;70;Meregh;x
2796;183;132;255;Pate;x
2797;200;122;110;Shendy;x
2798;160;160;88;Soba;x
2799;48;97;59;Sennar;x
2800;167;174;136;Kosti;x
2801;47;174;78;Medwa;x
2802;137;75;113;Kobbe;x
2803;194;235;0;Delta;x
2804;114;125;229;Guasipati;x
2805;27;143;57;Uyapari;x
2806;208;224;161;Riohacha;x
2807;31;196;124;Altagracia;x
2808;212;203;165;Coro;x
2809;193;104;146;Llanos;x
2810;184;224;133;Apure;x
2811;196;122;203;Atabapo;x
2812;39;189;75;Pore;x
2813;68;93;174;Merida;x
2814;66;225;110;Meta;x
2815;147;198;249;Puerto Carreno;x
2816;232;144;132;Guavire;x
2817;215;227;10;Nieva;x
2818;215;34;10;Popayan;x
2819;205;227;166;Darien;x
2820;210;55;24;Esmeraldas;x
2821;203;13;178;Piwra;x
2822;203;230;178;Tucume;x
2823;162;29;132;Moyomba;x
2824;26;229;50;Wankapampa;x
2825;208;231;17;Pisqupampa;x
2826;227;10;66;Chimbote;x
2827;234;182;195;Huaraz;x
2828;155;76;12;Camana;x
2829;212;200;121;Ayaviri;x
2830;212;54;121;Quero;x
2831;129;170;176;Tiahuanaco;x
2832;53;203;7;Exaltacion;x
2833;203;28;28;Madre de Dios;x
2834;229;187;219;Santa Cruz de la Sierra;x
2835;227;205;162;Sucre;x
2836;121;191;224;Tucuman;x
2837;164;195;139;Santa Catalina;x
2838;203;49;78;Tarija;x
2839;223;236;112;Puna de Atacama;x
2840;192;102;234;Calama;x
2841;87;166;169;Antofagasta;x
2842;74;6;176;Santiago del Estero;x
2843;115;227;215;La Rioja;x
2844;207;88;96;Chepes;x
2845;220;218;83;San Juan;x
2846;201;29;167;Quisquisacate;x
2847;61;225;80;San Luis;x
2848;112;183;0;Santa Fe;x
2849;195;231;140;Rosario;x
2850;238;42;55;Montevideo;x
2851;217;40;128;Colonia;x
2852;102;64;154;Salto;x
2853;239;193;128;Yareyu;x
2854;39;54;255;Chaco Central;x
2855;175;213;219;Misiones;x
2856;80;211;231;Highveld;x
2857;131;154;204;Rio Grande do Sul;x
2858;138;169;13;Santiago;x
2859;243;235;206;Itapua;x
2860;179;64;89;Querandi;x
2861;130;104;224;Sauce;x
2862;28;77;217;Coquimbo;x
2863;220;131;82;Rio Negro;x
2864;16;91;52;Senqu;x
2865;196;165;91;Puelches;x
2866;234;27;27;Olavarria;x
2867;154;92;25;Chanar;x
2868;201;74;24;Bahia Blanca;x
2869;225;248;32;Florida Blanca;x
2870;198;12;148;Tehuelmapu;x
2871;162;91;52;Poya;x
2872;94;52;213;Chiquiyami;x
2873;141;225;31;Chiloe;x
2874;27;159;129;Aysen;x
2875;179;101;229;Chubut;x
2876;58;117;171;Teush;x
2877;97;56;208;Mendoza;x
2878;191;40;143;Matara;x
2879;9;140;159;Santa Tecla;x
2880;164;234;53;Griqualand;x
2881;124;22;150;Corumba;x
2882;140;215;23;Fuerte Borbon;x
2883;73;105;12;Melodia;x
2884;239;33;57;Povos das Missoes;x
2885;237;42;10;Barra;x
2886;219;26;16;Parnaiba;x
2887;13;172;47;Santa Catarina;x
2888;60;68;219;Cuiaba;x
2889;101;200;35;Rio Branco;x
2890;184;44;219;Marajo;x
2891;177;115;49;Santa Ana das Minas;x
2892;108;80;213;Araxas;x
2893;108;140;23;Ofaie;x
2894;51;88;196;Sao Joao del Rei;x
2895;50;191;200;Castro;x
2896;234;61;69;Campinas;x
2897;116;224;158;Araraquara;x
2898;237;44;0;Serro;x
2899;232;197;34;Vila Rica;x
2900;213;84;63;Guapore;x
2901;219;210;106;Cerejeiras;x
2902;30;80;222;Vila Bela;x
2903;225;47;5;Caceres Mato Grosso;x
2904;198;166;54;Diamantino;x
2905;227;31;59;Rio Das Mortes;x
2906;219;44;97;Ipora;x
2907;31;236;55;Vila Boa;x
2908;231;147;101;Formosa;x
2909;56;203;20;Conceicao;x
2910;220;138;41;Pontal;x
2911;83;46;201;Natividad;x
2912;232;205;202;Sergipe;x
2913;208;20;175;Jeremoabo;x
2914;62;16;191;Inhambupe;x
2915;133;105;215;Pambu;x
2916;200;153;63;Rio Contas;x
2917;81;145;18;Paratinga;x
2918;239;221;25;Campo Largo;x
2919;128;188;22;Luziana;x
2920;241;204;106;Coxim;x
2921;217;232;114;Alegoas;x
2922;21;102;201;Borborema;x
2923;218;229;92;Pastos Bons;x
2924;94;145;166;Timon;x
2925;49;196;123;Parnagua;x
2926;52;123;87;Grajau;x
2927;200;160;82;Alcantara;x
2928;229;22;80;Tucurui;x
2929;166;19;60;Para;x
2930;239;225;105;Santarem;x
2931;44;225;91;Pirara;x
2932;44;72;166;Waddai;x
2933;43;143;201;Faro;x
2934;222;176;35;Manaus;x
2935;239;49;105;Muturu;x
2936;72;80;35;Guyana;x
2937;225;45;45;Suriname;x
2938;236;171;15;Oiapoque;x
2939;236;78;0;Zaraza;x
2940;167;186;36;Chichas;x
2941;12;149;188;Choquechaca;x
2942;31;124;26;Charcas;x
2943;45;116;57;Chachapoyas;x
2944;219;84;58;Ucayali;x
2945;121;162;208;Yurimaguas;x
2946;42;72;201;Quillacas;x
2947;68;225;26;Macaya;x
2948;196;104;191;Matamba;x
2949;72;198;51;Mbata;x
2950;32;218;173;Buhera;x
2951;236;57;116;Manikya;x
2952;236;220;116;Madanda;x
2953;236;222;116;Hjälmaren;x
2954;29;59;159;Djerba;x
2955;107;121;191;Ingolstadt;x
2956;224;134;54;Straubing;x
2957;70;224;54;Regensburg;x
2958;239;33;81;Osterode;x
2959;255;133;59;Tarnow;x
2960;61;201;123;Sadecki;x
2961;241;249;20;Lwow;x
2962;208;213;71;Rowne;x
2963;85;232;161;Notec;x
2964;75;169;217;Altmark;x
2965;52;253;37;Vogtland;x
2966;243;1;69;Glogau;x
2967;32;251;212;Eger;x
2968;88;163;215;Budejovice;x
2969;121;225;101;Sternberg;x
2970;255;239;163;Hradekco;x
2971;231;154;5;Hoya;x
2972;249;240;1;Paderborn;x
2973;255;162;53;Meppen;x
2974;248;19;19;Loon;x
2975;42;231;108;Kleves;x
2976;205;23;23;Umbria;x
2977;248;231;136;Urbino;x
2978;99;204;234;Arezzo;x
2979;192;219;10;Novara;x
2980;241;15;15;Lucca;x
2981;222;108;69;Asti;x
2982;227;135;53;Syracuse;x
2983;150;159;47;Salerno;x
2984;206;227;169;Costenza;x
2985;223;236;73;Capitanata;x
2986;55;246;23;Cagliari;x
2987;220;251;47;Urgell;x
2988;232;11;11;Tarragona;x
2989;200;58;78;Rioja;x
2990;181;150;96;Teruel;x
2991;243;21;172;Draguignan;x
2992;91;125;222;Albenga;x
2993;136;48;142;Stargard;x
2994;248;245;157;Greifswald;x
2995;234;228;174;Stolp;x
2996;229;171;33;Wismar;x
2997;34;25;232;Pomerelia;x
2998;48;193;191;Bucaresti;x
2999;255;90;203;Hormuz;x
3000;231;176;70;Nis;x
3001;232;5;5;Skopje;x
3002;134;198;192;Sarajevo;x
3003;188;110;220;Euboea;x
3004;200;80;80;UNUSED;###
3005;240;200;80;Oriel;x
3006;250;170;200;Antrim;x
3007;170;75;165;UNUSED;###
3008;120;120;200;Galloway;x
3009;170;200;50;Ossory;x
3010;220;220;100;UNUSED;###
3011;20;180;50;UNUSED;###
3012;150;30;30;UNUSED;###
3013;70;70;200;UNUSED;###
3014;0;170;240;Mayo;x
3015;10;20;232;Lough Neagh;x
3016;180;200;30;UNUSED;###
3017;20;150;250;UNUSED;###
3018;160;90;160;UNUSED;###
3019;70;70;250;Strathclyde;x
3020;100;50;20;UNUSED;###
3021;240;120;40;UNUSED;###
3022;150;50;150;UNUSED;###
3023;200;120;50;UNUSED;###
3024;175;65;145;UNUSED;###
3025;240;230;180;UNUSED;###
3026;180;130;100;UNUSED;###
3027;140;20;20;UNUSED;###
3028;160;208;23;Suffolk;x
3029;200;80;20;UNUSED;###
3030;200;206;36;UNUSED;###
3031;50;175;75;UNUSED;###
3032;200;30;40;UNUSED;###
3033;250;190;10;UNUSED;###
3034;186;98;180;Brycheiniog;x
3035;240;170;200;UNUSED;###
3036;120;180;19;Ceredigion;x
3037;170;77;167;UNUSED;###
3038;150;200;100;UNUSED;###
3039;200;90;150;Capua;x
3040;200;129;22;Piombino;x
3041;220;175;15;UNUSED;###
3042;230;228;176;Massa;x
3043;66;125;128;UNUSED;###
3044;220;95;25;UNUSED;###
3045;250;175;200;Aosta;x
3046;219;214;21;Genevois;x
3047;145;190;20;UNUSED;###
3048;50;175;150;Sudtirol;x
3049;204;193;0;UNUSED;###
3050;97;124;14;Maribor;x
3051;186;174;225;Burgenland;x
3052;236;224;0;UNUSED;###
3053;88;113;13;UNUSED;###
3054;21;87;104;Lugano;x
3055;228;160;120;Basel;x
3056;75;115;167;UNUSED;###
3057;247;127;45;UNUSED;###
3058;236;192;17;Drenthe;x
3059;155;199;22;UNUSED;###
3060;198;94;117;Betuwe;x
3061;184;97;184;UNUSED;###
3062;221;198;85;UNUSED;###
3063;217;168;0;Overmaas;x
3064;26;145;13;Westhoek;x
3065;238;177;64;UNUSED;###
3066;103;138;186;Arelerland;x
3067;215;186;53;UNUSED;###
3068;143;184;20;Cournaille;x
3069;205;113;192;UNUSED;###
3070;157;64;108;Guise;x
3071;105;170;17;Châlons;x
3072;255;149;79;UNUSED;###
3073;198;108;126;Évreux;x
3074;56;162;21;UNUSED;###
3075;15;145;96;Dunois;x
3076;223;173;0;UNUSED;###
3077;157;150;0;Parthenay;x
3078;200;130;47;UNUSED;###
3079;134;115;202;UNUSED;###
3080;203;106;48;UNUSED;###
3081;72;151;34;Agen;x
3082;201;192;22;UNUSED;###
3083;166;213;23;Albret;x
3084;217;168;28;UNUSED;###
3085;255;132;167;Nimes;x
3086;180;98;35;UNUSED;###
3087;204;32;179;Aurillac;x
3088;242;140;79;UNUSED;###
3089;175;58;132;Valence;x
3090;236;162;23;UNUSED;###
3091;91;51;198;Macon;x
3092;205;125;18;Vesoul;x
3093;219;209;15;UNUSED;###
3094;215;167;14;UNUSED;###
3095;16;143;26;Calatayud;x
3096;243;147;74;UNUSED;###
3097;216;188;61;UNUSED;###
3098;143;184;23;UNUSED;###
3099;35;135;20;Mérida;x
3100;244;98;13;UNUSED;###
3101;125;60;236;UNUSED;###
3102;234;182;27;UNUSED;###
3103;193;92;32;UNUSED;###
3104;111;224;35;Minho;x
3105;246;194;13;UNUSED;###
3106;249;108;26;UNUSED;###
3107;242;87;95;UNUSED;###
3108;170;54;26;Setúbal;x
3109;247;203;26;UNUSED;###
3110;239;101;10;Channel Islands;x
3111;52;109;216;Amerloq;x
3112;68;210;86;Kikertarsocitsiak;x
3113;250;216;20;Mellembygden;x
3114;180;73;162;Ísafjörður;x
3115;253;168;198;Austfirðir;x
3116;242;72;98;UNUSED;###
3117;163;153;219;Oppland;x
3118;252;112;18;Romsdal;x
3119;252;152;242;Tromsø;x
3120;244;85;32;Kronoberg;x
3121;241;182;1;Kalmar;x
3122;131;88;201;Södermanland;x
3123;241;160;80;Uppland;x
3124;131;123;24;Angermanland;x
3125;220;135;182;UNUSED;###
3126;156;200;4;UNUSED;###
3127;156;31;106;UNUSED;###
3128;185;193;23;Satakunta;x
3129;24;158;85;UNUSED;###
3130;219;130;117;UNUSED;###
3131;235;73;163;UNUSED;###
3132;29;163;46;UNUSED;###
3133;207;176;3;UNUSED;###
3134;243;150;166;Aabenraa;x
3135;155;199;24;North Frisia;x
3136;165;73;5;UNUSED;###
3137;141;68;181;Ross;x
3138;225;171;45;Atholl;x
3139;244;166;199;Angus;x
3140;53;149;132;UNUSED;###
3141;44;207;52;UNUSED;###
3142;172;168;21;Opava;x
3143;251;141;89;UNUSED;###
3144;50;173;133;UNUSED;###
3145;242;120;47;UNUSED;###
3146;219;203;4;Ung;x
3147;158;155;221;UNUSED;###
3148;94;153;34;Szolnok;x
3149;165;234;72;UNUSED;###
3150;248;112;78;UNUSED;###
3151;254;181;10;Zala;x
3152;131;183;21;Szatmar;x
3153;238;227;174;UNUSED;###
3154;202;191;230;Alba;x
3155;224;101;95;UNUSED;###
3156;74;164;236;Suceava;x
3157;180;82;22;Bacau;x
3158;146;238;53;UNUSED;###
3159;182;61;222;Balti;x
3160;181;162;23;Ilfov;x
3161;132;213;98;UNUSED;###
3162;228;113;253;UNUSED;###
3163;241;148;252;UNUSED;###
3164;243;113;105;Constanta;x
3165;194;66;3;Varna;x
3166;240;92;49;UNUSED;###
3167;139;230;100;Pirin;x
3168;55;142;78;Marsa;x
3169;231;116;231;Zagora;x
3170;254;112;140;Kirkkilise;x
3171;219;162;134;UNUSED;###
3172;251;55;192;UNUSED;###
3173;179;45;45;UNUSED;###
3174;194;207;41;Trikala;x
3175;140;3;222;Aetolia;x
3176;162;63;34;UNUSED;###
3177;99;180;135;Boeotia;x
3178;205;105;163;Achaea;x
3179;184;180;7;Argolis;x
3180;210;123;163;Chania;x
3181;242;152;113;Delvina;x
3182;251;104;185;Scutari;x
3183;71;146;105;Bitola;x
3184;201;191;10;UNUSED;###
3185;149;70;202;Rasina;x
3186;36;151;128;UNUSED;###
3187;245;145;69;Podrinje;x
3188;236;247;40;UNUSED;###
3189;111;217;188;UNUSED;###
3190;68;194;65;Požega;x
3191;223;173;14;UNUSED;###
3192;114;207;82;UNUSED;###
3193;21;104;166;Tropolje;x
3194;191;26;111;Usora;x
3195;35;136;30;Lemnos;x
3196;184;132;206;Modrus;x
3197;212;255;62;UNUSED;###
3198;96;222;71;Saarland;x
3199;217;141;59;Essen;x
3200;27;126;16;Mark;x
3201;116;255;102;Siegen;x
3202;220;110;104;Minden;x
3203;18;167;244;Lippe;x
3204;150;237;123;Hohenzollern;x
3205;196;122;49;UNUSED;###
3206;212;82;255;Heilbronn;x
3207;203;198;74;Darmstadt;x
3208;232;110;142;UNUSED;###
3209;53;137;251;Giessen;x
3210;36;157;26;UNUSED;###
3211;91;195;244;UNUSED;###
3212;117;81;236;UNUSED;###
3213;80;147;75;UNUSED;###
3214;212;143;33;Saale;x
3215;218;141;105;UNUSED;###
3216;237;235;59;UNUSED;###
3217;245;79;255;UNUSED;###
3218;98;51;176;UNUSED;###
3219;229;152;31;UNUSED;###
3220;188;29;119;Czestochowa;x
3221;26;241;188;Radom;x
3222;95;148;167;UNUSED;###
3223;46;244;139;Biala;x
3224;234;44;44;Insterburg;x
3225;227;59;178;Sudovia;x
3226;232;200;134;Palanga;x
3227;145;109;32;Piltene;x
3228;227;193;57;UNUSED;###
3229;156;209;142;Viljandi;x
3230;114;68;191;Haapsalu;x
3231;243;187;68;Hiiumaa;x
3232;188;187;84;UNUSED;###
3233;76;156;87;UNUSED;###
3234;164;79;195;UNUSED;###
3235;237;193;63;UNUSED;###
3236;199;92;239;UNUSED;###
3237;187;97;239;UNUSED;###
3238;64;121;56;Lutsk;x
3239;229;156;0;Zaslav;x
3240;44;185;232;UNUSED;###
3241;136;175;0;Vinnytsia;x
3242;86;192;121;Buhogard;x
3243;234;191;75;Nikitin Rog;x
3244;166;0;168;Qirim;x
3245;213;143;249;Kerch;x
3246;227;77;31;Romny;x
3247;219;63;40;Bakhmutka;x
3248;172;159;53;Lazistan;x
3249;160;133;75;UNUSED;###
3250;251;141;21;Klarjeti;x
3251;37;239;66;Meskheti;x
3252;186;210;15;UNUSED;###
3253;195;102;65;Lori;x
3254;176;158;118;Ararat;x
3255;195;65;108;UNUSED;###
3256;86;189;113;Syunik;x
3257;239;161;37;UNUSED;###
3258;239;101;101;UNUSED;###
3259;65;89;195;UNUSED;###
3260;203;75;107;UNUSED;###
3261;178;65;195;Derbent;x
3262;97;181;72;Karachay;x
3263;122;22;169;Beishto;x
3264;184;121;224;Sarkel;x
3265;197;106;210;Shir;x
3266;61;140;93;Kalitva;x
3267;236;167;23;Belgorod;x
3268;198;161;71;Yelets;x
3269;239;37;180;UNUSED;###
3270;69;197;244;Starodub;x
3271;146;205;43;Bely;x
3272;225;144;49;UNUSED;###
3273;159;108;221;Staraya Rusa;x
3274;213;201;29;UNUSED;###
3275;56;232;81;UNUSED;###
3276;128;159;171;Sergiyev Posad;x
3277;234;66;66;Serpukhov;x
3278;234;39;177;Zalesye;x
3279;183;120;237;Lyskovo;x
3280;190;79;231;Mari;x
3281;243;53;187;Slobodskoy;x
3282;62;128;33;Sukhona;x
3283;134;154;24;UNUSED;###
3284;227;148;90;Mezen;x
3285;174;150;111;Nenetsia;x
3286;210;57;151;UNUSED;###
3287;105;225;204;UNUSED;###
3288;66;230;232;UNUSED;###
3289;59;182;183;UNUSED;###
3290;142;31;212;Mozhaisk;x
3291;114;175;20;Oskol;x
3292;165;60;181;Dortmund;x
3293;24;140;12;Selonia;x
3294;227;101;101;Valtellina;x
3295;213;89;209;Viterbo;x
3296;175;213;102;UNUSED;###
3297;213;102;209;Valassko;x
3298;62;128;18;UNUSED;###
3299;124;128;19;UNUSED;###
3300;189;34;191;UNUSED;###
3301;219;166;64;Dorogobuzhii;x
3302;10;116;7;Bakhmut;x
3303;103;253;255;Mologa;x
3304;219;32;114;UNUSED;###
3305;219;32;115;UNUSED;###
3306;219;32;116;UNUSED;###
3307;219;32;117;UNUSED;###
3308;219;32;118;UNUSED;###
3309;219;32;119;UNUSED;###
3310;219;32;120;UNUSED;###
3311;219;32;121;UNUSED;###
3312;219;32;122;UNUSED;###
3313;219;32;123;UNUSED;###
3314;219;32;124;UNUSED;###
3315;219;32;125;UNUSED;###
3316;219;32;126;UNUSED;###
3317;219;32;127;UNUSED;###
3318;219;32;128;UNUSED;###
3319;219;32;129;UNUSED;###
3320;219;32;130;UNUSED;###
3321;219;32;131;UNUSED;###
3322;219;32;132;UNUSED;###
3323;219;32;133;UNUSED;###
3324;219;32;134;UNUSED;###
3325;219;32;135;UNUSED;###
3326;219;32;136;UNUSED;###
3327;219;32;137;UNUSED;###
3328;219;32;138;UNUSED;###
3329;219;32;139;UNUSED;###
3330;219;32;140;UNUSED;###
3331;219;32;141;UNUSED;###
3332;219;32;142;UNUSED;###
3333;219;32;143;UNUSED;###
3334;219;32;144;UNUSED;###
3335;219;32;145;UNUSED;###
3336;219;32;146;UNUSED;###
3337;219;32;147;UNUSED;###
3338;219;32;148;UNUSED;###
3339;219;32;149;UNUSED;###
3340;219;32;150;UNUSED;###
3341;219;32;151;UNUSED;###
3342;219;32;152;UNUSED;###
3343;219;32;153;UNUSED;###
3344;219;32;154;UNUSED;###
3345;219;32;155;UNUSED;###
3346;219;32;156;UNUSED;###
3347;219;32;157;UNUSED;###
3348;219;32;158;UNUSED;###
3349;219;32;159;UNUSED;###
3350;219;32;160;UNUSED;###
3351;219;32;161;UNUSED;###
3352;219;32;162;UNUSED;###
3353;219;32;163;UNUSED;###
3354;219;32;164;UNUSED;###
3355;219;32;165;UNUSED;###
3356;219;32;166;UNUSED;###
3357;219;32;167;UNUSED;###
3358;219;32;168;UNUSED;###
3359;219;32;169;UNUSED;###
3360;219;32;170;UNUSED;###
3361;219;32;171;UNUSED;###
3362;219;32;172;UNUSED;###
3363;219;32;173;UNUSED;###
3364;219;32;174;UNUSED;###
3365;219;32;175;UNUSED;###
3366;219;32;176;UNUSED;###
3367;219;32;177;UNUSED;###
3368;219;32;178;UNUSED;###
3369;219;32;179;UNUSED;###
3370;219;32;180;UNUSED;###
